"[255.16028162219956, 349.89447121954515, 321.8487542620561, 54.0961416375708, 26.776348823697887, 49.28751983328325]","[1, 1, 1, 1, 2]","[1, 1, 1, 2, 3]","[[3.449732657e-05], [3.4498292146e-05], [24.973215183], [140.53608117], [45.313791105]]",6426.5964301
"[396.28027503201207, 330.9270339825559, 366.6469304640452, 45.857112630627356, 56.47571123455316, 37.095070551757786]","[2, 2, 2, 3, 2]","[2, 2, 2, 3, 1]","[[0.85936431882], [0.85975238565], [13.188624816], [96.887851523], [59.824413572]]",12729.791059
"[324.4394666431895, 255.3625212773924, 291.9146745272551, 45.222261761898665, 33.65383095057698, 48.940778800418315]","[2, 2, 1, 1, 1]","[3, 3, 2, 1, 2]","[[23.370253671], [23.410252004], [65.177725547], [62.509832747], [46.266569532]]",4346.0745415
"[396.44523054741, 264.20389875693206, 288.78587316539506, 25.358996457079122, 37.88379047876268, 36.28528283159211]","[2, 2, 1, 1, 2]","[2, 2, 1, 1, 3]","[[46.774999649], [46.776566639], [73.12512564], [73.406319334], [100.31325362]]",7142.4050278
"[283.2536642204573, 355.530891430218, 283.2854722900547, 47.33075747900649, 33.29572292570663, 52.38415598246432]","[1, 1, 1, 2, 2]","[3, 3, 1, 3, 2]","[[0.80497759637], [3.7518256051], [53.590895864], [27.658216993], [112.95909202]]",6257.3024403
"[379.98458009243063, 292.53878097146776, 331.6538591529746, 29.52256552658119, 35.04165387535317, 49.39515338734309]","[2, 2, 1, 1, 1]","[3, 3, 2, 3, 1]","[[1.5412665267], [37.13499379], [105.57380412], [6.182240841], [128.91954782]]",9257.3774494
"[286.67703749533047, 264.22202299630544, 351.02079990642494, 58.53296065436197, 42.237149647058715, 28.240551512554728]","[2, 2, 2, 3, 2]","[1, 1, 1, 2, 3]","[[0.62177668591], [0.62194004657], [4.9618597039], [75.136856989], [134.3424671]]",5484.3482616
"[339.66586494062307, 331.13488366550797, 254.17486223693533, 25.93999462500765, 52.508991863020995, 30.397988297524623]","[3, 3, 1, 1, 1]","[2, 2, 1, 3, 1]","[[0.84633114542], [30.840633277], [136.19338566], [125.2165095], [7.8804370763]]",6264.1076222
"[354.20494270819137, 365.0094086138345, 343.0978685824831, 41.45802989499575, 53.16411318709197, 48.35000379445427]","[3, 3, 2, 2, 3]","[2, 2, 2, 3, 1]","[[0.014222106442], [0.0], [28.901579098], [49.278473985], [78.433543522]]",11561.326672
"[299.45227430702175, 308.42732436403287, 289.3855737995115, 59.115704699278425, 39.230304876255694, 41.56979850527031]","[3, 3, 3, 3, 3]","[1, 1, 1, 1, 2]","[[0.54769294434], [0.54775704276], [0.54783646859], [2.0972826693], [87.855810371]]",5433.7928916
"[335.01275574305464, 372.32808228172155, 252.37933731469712, 27.569356456179186, 28.202669890236617, 50.89469663294189]","[3, 2, 1, 3, 2]","[1, 1, 2, 3, 2]","[[31.090036379], [106.09158892], [6.4066798749], [38.510884953], [128.10057167]]",7558.5012169
"[311.0420950246389, 273.1070380938068, 371.3054736003174, 40.72799350972772, 40.84833284395638, 55.226940228778176]","[2, 2, 3, 1, 2]","[3, 3, 1, 1, 2]","[[1.0099150299], [19.180123696], [81.372833987], [0.14775757342], [81.01155207]]",7525.9346617
"[391.9488240480688, 377.0316648128453, 277.7050340225153, 38.483321487398385, 45.10114673746641, 34.120650026172314]","[3, 3, 3, 1, 3]","[2, 2, 3, 1, 2]","[[0.045043227236], [0.04504404615], [109.46965039], [91.015549652], [62.932062484]]",10868.133469
"[265.34200191387373, 310.88192655687465, 291.0536745785986, 51.80233606551408, 59.576964374902, 35.252798193839766]","[1, 1, 1, 1, 1]","[3, 2, 1, 3, 3]","[[104.68066364], [1.7894406942], [34.676118443], [0.0], [0.0]]",4259.1094436
"[399.60995900058606, 363.7287073539433, 386.9961091534846, 37.4524445011684, 56.71456067826365, 58.89531464807472]","[2, 2, 2, 2, 3]","[3, 3, 3, 2, 1]","[[0.33086335207], [0.33098583675], [4.0109698487], [13.897408331], [95.376159761]]",14906.61439
"[393.7438067641296, 295.8641271579438, 286.6792397008631, 43.57765205409149, 50.96846034710718, 33.602420004585966]","[3, 3, 1, 1, 1]","[2, 2, 1, 2, 3]","[[1.4860778125], [35.97158315], [69.466516502], [0.74576707897], [111.66176338]]",8270.9630464
"[286.4675913656053, 316.3001135905662, 355.65036789769823, 59.59212214902952, 28.729494763661304, 39.82831102080027]","[1, 1, 1, 1, 3]","[1, 1, 1, 1, 2]","[[0.43127166291], [0.43130305985], [0.43134652557], [0.43140206434], [132.27423715]]",7685.846533
"[298.81984995373097, 305.13539212841357, 251.0762187055665, 39.14988485305794, 48.76128816801311, 27.79362224238632]","[1, 2, 2, 3, 2]","[2, 2, 3, 2, 1]","[[0.2167813707], [17.715875321], [136.23297792], [29.607094352], [88.195987075]]",3668.8116927
"[339.00090009194884, 399.59084368086206, 330.4281457611222, 51.41721218106982, 57.15303107593743, 41.18172652967353]","[3, 3, 3, 3, 3]","[2, 2, 2, 3, 1]","[[0.77218428893], [0.77249796919], [10.497996332], [79.601296738], [36.305192474]]",11841.677088
"[321.1342777149919, 295.06808778674485, 251.2219927516168, 47.664588301499194, 30.21357943661626, 25.21944499593922]","[2, 2, 1, 3, 1]","[1, 1, 2, 1, 3]","[[2.3704112506], [15.63793893], [125.99655884], [34.170675149], [147.12151396]]",4080.4648235
"[297.08049605070414, 361.0075986077186, 381.86816273922534, 39.486919080991285, 41.06574676704007, 29.43687320610652]","[1, 1, 1, 3, 1]","[2, 2, 1, 1, 3]","[[40.029293256], [40.062597919], [66.650322042], [20.120010246], [129.28202634]]",10583.014528
"[341.2267404120376, 278.80634505278096, 398.2535571675451, 27.786000848841184, 46.957131285185866, 55.54694296196574]","[3, 2, 2, 2, 2]","[3, 2, 2, 1, 1]","[[18.836431306], [29.598661294], [25.572673336], [0.067887509426], [136.1973289]]",9855.8418492
"[275.8835679758831, 251.98970970277762, 374.72923163523876, 34.446673719366, 47.02377933818041, 44.990922436]","[2, 3, 3, 3, 3]","[3, 1, 2, 1, 1]","[[63.488398087], [0.64246843639], [54.889413408], [92.42693908], [15.021162651]]",5499.1777678
"[366.8059493651941, 329.3209467029821, 279.0678187862127, 54.54138518550273, 35.28634792862136, 35.4657056474255]","[3, 3, 3, 3, 3]","[1, 1, 2, 2, 3]","[[1.0853100957], [22.00463057], [84.074053074], [20.464695516], [103.78006478]]",8217.8969473
"[261.09432425371625, 376.170503907321, 349.5257790830499, 40.43488799229531, 45.20021329507955, 59.91646690527527]","[1, 1, 1, 1, 1]","[3, 3, 2, 3, 1]","[[0.35334499068], [0.0], [62.603097762], [0.0], [82.760423793]]",8738.6667173
"[329.10878002592193, 302.5426973178015, 351.13710517256266, 37.55482767879583, 55.13156671459359, 35.4240358678197]","[2, 2, 3, 3, 2]","[2, 2, 1, 1, 3]","[[1.0109108437], [19.658467132], [2.7477410587], [92.19533786], [103.8804231]]",8514.734736
"[390.393130901027, 297.72515925658786, 269.11940312066645, 52.682856321062495, 27.059923564940018, 59.973665413697475]","[3, 3, 3, 3, 1]","[3, 3, 3, 3, 2]","[[0.027796055151], [0.027830715737], [0.027866155085], [0.027902377178], [139.33652332]]",7636.1103332
"[397.7668311665199, 322.522373699458, 356.71007938561274, 31.640963315818773, 25.87622453292143, 27.196263787624453]","[2, 2, 2, 3, 1]","[2, 2, 3, 2, 1]","[[37.760549528], [11.098883355], [138.7887978], [95.455143723], [119.95872517]]",11865.951046
"[376.47825846885434, 355.34283785425475, 325.53753489337333, 54.64777360524324, 51.761640117256, 35.2993132217582]","[3, 3, 3, 1, 1]","[1, 1, 1, 3, 2]","[[0.0], [0.0], [22.639917594], [104.48390513], [34.848262304]]",11370.123758
"[340.09565643510007, 310.6121491982945, 279.10716508410275, 30.429537314718736, 43.973600971652814, 54.000991621899004]","[3, 3, 1, 1, 1]","[3, 3, 2, 3, 1]","[[0.0], [0.0], [67.79166789], [25.375805439], [125.08305716]]",6528.4071708
"[342.3262629188773, 291.6631167521801, 369.63096785150606, 59.209131258452416, 52.28755894034259, 38.07090405774534]","[2, 2, 2, 2, 3]","[3, 1, 2, 3, 3]","[[92.760073641], [3.3453747767], [32.623625682], [1.5770970126e-06], [6.1788796305e-07]]",9387.1063628
"[346.2197777599413, 293.3202153586935, 366.607735485261, 32.13950506853133, 36.25974746275955, 37.8707750612548]","[2, 2, 3, 3, 3]","[3, 3, 3, 1, 2]","[[40.451168133], [38.760406785], [14.423547769], [117.85160583], [100.39105477]]",9298.7849939
"[378.817011266642, 306.89994573698726, 265.063460276984, 59.39528515691184, 38.6449900734716, 57.316022985221196]","[3, 3, 3, 3, 1]","[1, 1, 1, 3, 2]","[[0.064532113748], [0.064632002654], [2.4287796699], [11.353222773], [90.331691989]]",7429.0383978
"[295.40100628022924, 375.24487599336624, 397.37835382997355, 59.45111152999643, 29.87646559119592, 32.55821031418934]","[1, 1, 1, 1, 3]","[1, 1, 1, 1, 2]","[[0.11041856421], [0.11050286046], [0.11059024882], [1.9902865615], [127.42255054]]",11802.52499
"[309.601336484519, 327.90143487123134, 363.1914652966535, 38.94519438079941, 39.4069179882929, 39.7238040022722]","[1, 1, 1, 1, 1]","[3, 3, 2, 3, 1]","[[0.0014937071895], [0.0015087215882], [87.1087328], [85.765310752], [89.061827769]]",9144.1088854
"[297.73300092553836, 253.66180415326468, 303.11230985845594, 59.00971199228985, 54.99064893003087, 32.63601589444709]","[2, 2, 2, 1, 3]","[1, 1, 1, 2, 3]","[[0.19190086003], [0.19207743448], [3.8049399841], [21.18955502], [115.74965277]]",3779.9788264
"[335.250702630873, 263.8900605235558, 322.24255877834077, 29.137373263155798, 39.29841883028693, 51.887257292054734]","[2, 2, 2, 1, 1]","[3, 3, 2, 3, 1]","[[0.078884905352], [2.0012598288], [87.567688348], [32.236756912], [130.54891111]]",6177.8687378
"[257.1907761490595, 269.50356491517755, 331.51566604275206, 35.55131342251429, 35.45442087607464, 38.91216439584021]","[1, 1, 1, 1, 3]","[3, 3, 1, 2, 3]","[[0.12919213327], [0.12919574834], [103.41794422], [103.82779969], [88.943156724]]",3763.5921781
"[323.1879013035101, 283.3115345209402, 371.46399962692436, 44.3697930030353, 51.047641036426015, 46.50151981642992]","[2, 2, 2, 2, 3]","[2, 2, 3, 2, 1]","[[0.0], [0.0], [57.098570616], [37.868478976], [66.115775597]]",8392.1052729
"[253.11108620102573, 319.1625907298997, 305.3871717970288, 32.39560185353322, 41.754222667127095, 46.96802517385494]","[1, 1, 2, 2, 2]","[3, 3, 2, 1, 3]","[[0.22858469569], [0.22867345247], [77.179638123], [116.76660416], [54.667995361]]",4540.7635485
"[375.4421575048897, 346.88182229117433, 353.07173533062553, 49.42147600603833, 37.279548444684934, 57.909783670791455]","[2, 2, 2, 2, 2]","[3, 3, 3, 2, 1]","[[0.68802965628], [0.68824695028], [7.4653384784], [96.107510067], [44.747156494]]",12059.15095
"[392.9810462943926, 395.16607677607226, 382.2732090266416, 47.761169890520904, 52.68136125004708, 34.639139871557305]","[3, 3, 2, 3, 3]","[2, 1, 3, 1, 3]","[[30.957838975], [51.770137437], [0.080007520726], [7.4035476044e-05], [107.19647365]]",15584.166329
"[395.9306160561146, 282.2931857270837, 278.54667776279894, 59.951550428947854, 32.238829361689014, 50.52662957052671]","[3, 3, 3, 3, 1]","[1, 1, 1, 1, 2]","[[0.051182645677], [0.051216873896], [0.051252535273], [0.051289630705], [117.4297518]]",7640.3936991
"[397.2206616740447, 310.7740602740411, 343.9635489518373, 30.41403715573029, 25.988876290190873, 54.59042229380197]","[2, 2, 3, 2, 2]","[2, 2, 3, 1, 2]","[[0.0012208082752], [0.0012449182728], [22.882513749], [125.14862278], [143.86458757]]",11037.576134
"[319.9174238989622, 330.98155064192406, 368.2755680153836, 31.5668978671823, 58.20301321155331, 58.58176077944063]","[1, 1, 1, 2, 2]","[1, 1, 1, 3, 2]","[[1.4879651013], [115.85105357], [2.9330033547], [5.999151903], [7.6012541151]]",9965.5564087
"[367.29586408589, 336.5704272229066, 365.41464488470297, 45.76869882748571, 25.88693033612158, 40.1597414112459]","[2, 2, 3, 1, 2]","[1, 1, 2, 2, 2]","[[2.0689806814], [58.129423452], [0.086177859441], [2.7476377398e-05], [144.21207917]]",11774.924037
"[387.6736531798864, 338.0120445582642, 275.5945778422756, 45.06758542646798, 53.8619181876755, 44.18215754667193]","[3, 3, 3, 1, 1]","[2, 2, 1, 3, 3]","[[1.0002087183], [24.963877348], [63.161741661], [35.634694681], [31.277150882]]",9271.9982665
"[393.07578120687964, 292.453138548099, 299.87506766772424, 50.14762634827267, 43.57521308441346, 48.74657820962542]","[2, 2, 2, 1, 2]","[1, 1, 2, 2, 3]","[[1.4705895509], [40.180903427], [16.275651969], [53.225244253], [47.601974173]]",8673.6032447
"[366.687668975289, 373.6079955887238, 301.9659113934373, 26.66309311343715, 40.653601776942615, 33.0259510994712]","[3, 3, 3, 2, 2]","[2, 2, 2, 3, 1]","[[0.0], [0.0], [81.835264129], [114.10022721], [141.01511613]]",10628.703722
"[320.89390406594794, 272.91083982385663, 348.8967165805151, 45.26689702195712, 45.32974498773852, 58.80104415496968]","[2, 2, 2, 2, 2]","[1, 3, 1, 2, 2]","[[0.17380751709], [5.0715832245], [62.14721808], [0.010358698406], [62.044820003]]",7100.7110093
"[252.252174047046, 359.1303034090116, 368.3739975015211, 33.036627964542596, 36.56444028604054, 27.826184843999364]","[1, 1, 3, 3, 3]","[1, 1, 2, 3, 1]","[[0.0], [84.501570245], [99.132169232], [136.09523811], [29.553741823]]",8271.180221
"[297.17528304077973, 367.936981334738, 295.9901711321633, 33.17582709834747, 27.73294975330745, 53.56731014135747]","[3, 3, 2, 2, 3]","[3, 3, 1, 1, 2]","[[5.0124343514], [22.197843751], [44.14982211], [69.316429264], [136.48962254]]",7643.3972282
"[356.6478380398464, 309.3138437595778, 284.81176479666607, 45.99585322500238, 56.28918301764486, 57.4676280644876]","[3, 3, 3, 1, 1]","[3, 3, 3, 2, 1]","[[0.20035373951], [0.20066295699], [10.310916596], [15.696755827], [59.237540861]]",7447.3734863
"[297.94801556855793, 250.5481803252985, 282.9066530158587, 49.51989080443174, 52.35598863311692, 58.55297662024686]","[2, 2, 2, 3, 1]","[3, 3, 3, 2, 1]","[[1.5291274619], [2.2959102744], [2.2958711573], [32.334168085], [44.330861897]]",2971.4489522
"[342.4982748982957, 269.2003943386741, 381.89697470986755, 29.285435459076965, 49.50645044070235, 58.71772776179232]","[2, 2, 2, 3, 2]","[3, 2, 2, 3, 1]","[[0.0021966013195], [16.599742048], [27.787972588], [5.4218149663], [129.92260801]]",8959.9742267
"[387.913784762313, 329.85646734977206, 278.5768729461625, 39.21258312534788, 56.6873371882606, 55.0914583569561]","[3, 3, 1, 3, 1]","[2, 2, 3, 1, 1]","[[0.75244293536], [13.260120767], [20.76313115], [87.911943197], [0.018830174512]]",9120.237664
"[308.8926449568374, 310.7526199003836, 353.8890217846986, 48.0298628876921, 41.23750572848077, 49.56973359661279]","[1, 1, 1, 1, 1]","[3, 3, 3, 2, 1]","[[0.0], [0.0], [44.120026886], [79.365350769], [50.633679985]]",8212.8873772
"[292.1797406052625, 311.0958738597718, 292.8801540215838, 28.739004557928137, 34.85056856546005, 40.118950121076196]","[1, 1, 2, 2, 2]","[3, 3, 2, 2, 1]","[[43.595616664], [40.501224106], [106.20337806], [0.1787171213], [132.23401072]]",5161.0514869
"[254.288788603218, 286.7400001116443, 376.29566488312497, 26.384226816878556, 54.191552680771565, 43.22620609692043]","[1, 1, 1, 3, 3]","[2, 2, 3, 1, 1]","[[1.1246494171], [23.445082754], [70.953148199], [0.0], [142.19472056]]",6040.2958981
"[262.85434964705246, 386.9704294281005, 302.4788832411407, 58.67353421264036, 46.23334144141549, 34.472186357630704]","[1, 1, 1, 1, 1]","[1, 1, 1, 2, 3]","[[0.60573888922], [0.60602589253], [4.3991854998], [58.232965702], [107.98265171]]",7418.6068424
"[391.35614290146316, 304.28494192956737, 327.16932509140975, 47.16301654525035, 55.57667260058173, 32.529183417813904]","[2, 2, 3, 2, 2]","[2, 2, 1, 3, 3]","[[0.96947951444], [17.738605814], [54.226078188], [69.078935276], [47.199570263]]",10046.633911
"[272.3245006396398, 267.0328438028278, 389.22982407690733, 34.66315466548339, 30.686649776671825, 36.98095418263048]","[2, 2, 2, 2, 3]","[3, 3, 2, 1, 2]","[[48.682678458], [48.68788535], [0.19472759646], [107.174852], [123.80074761]]",6372.0496718
"[388.3107643781561, 286.6957603716336, 313.1293699064156, 46.52441375559246, 29.16837760776941, 42.09279063045287]","[2, 2, 2, 1, 1]","[1, 1, 1, 3, 2]","[[0.0], [57.001729244], [0.0], [75.747496203], [130.41776272]]",8671.6917793
"[382.5978019245407, 320.31416900192573, 273.5887651040814, 57.356090385944775, 26.861601437620635, 51.43269835383578]","[3, 3, 1, 1, 1]","[1, 2, 3, 2, 2]","[[11.183737666], [140.17459452], [36.239685964], [0.00050390050579], [0.00032749925695]]",8310.7087663
